id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
907,REQ-1-011,Technical,"The scope of the system is strictly limited. The system shall not include any features for payroll processing or integration with payroll systems. Advanced Human Resources (HR) management features, such as leave management, performance reviews, or benefits administration, are explicitly excluded. The only permitted third-party integrations are with Google Services (Maps, Sheets, Drive for export functionality) and the SendGrid transactional email provider for notifications.",Attendance_Management_System_Core,"The system shall explicitly exclude payroll processing or integration. The system shall explicitly exclude advanced HR management features beyond user and team management. The system shall explicitly exclude direct integration with third-party systems other than Google Services (Maps, Sheets, Drive) and the SendGrid transactional email provider.",[],"[""No development effort shall be allocated to features outside these explicit boundaries.""]",[],FALSE,high,"['Review the final feature set to confirm no payroll calculation or export features exist.', 'Review the final feature set to confirm no advanced HR features (e.g., leave request system) have been implemented.', 'Audit all external API calls to ensure they are limited to the approved Google Services and SendGrid.']"
908,REQ-1-012,Technical,"The system's entire infrastructure must be deployed on the Google Firebase and Google Cloud Platform (GCP). The system shall not be designed to support, nor will support be provided for, any on-premise or self-hosted deployments.",Attendance_Management_System_Core,The system shall be exclusively cloud-based on Firebase/GCP and shall not support on-premise deployment.,[],"[""The architecture will be tightly coupled with the Firebase/GCP ecosystem.""]",[],FALSE,high,"['Verify all backend services (database, authentication, functions) are deployed on Firebase/GCP.', 'Confirm there is no documentation or code that facilitates on-premise installation.']"
909,REQ-1-013,Technical,"The system architecture shall be serverless, utilizing the Google Firebase platform for all backend services. This includes Firebase Authentication for user identity management, Firestore for the database, and Firebase Cloud Messaging for push notifications. The mobile client for all user roles shall be a single codebase developed using the Flutter framework. All custom server-side logic, including reporting aggregations and third-party integrations, must be implemented as Firebase Cloud Functions.",Attendance_Management_System_Core,"The system shall be a self-contained, serverless system built on the Google Firebase platform. The system shall consist of a cross-platform mobile client developed using Flutter for all user roles. The system shall leverage Firebase services for backend functionality, including authentication, database, and notifications. The system shall handle server-side logic for reporting and integrations using Firebase Cloud Functions.",[],"[""The choice of technology is restricted to Flutter for the client and the Firebase suite for the backend.""]",['REQ-1-012'],FALSE,high,"['Verify the mobile application is written in Dart using the Flutter framework.', 'Verify user authentication is handled by the Firebase Authentication service.', 'Verify the primary application database is Firestore.', 'Verify that server-side tasks like the Google Sheets export are implemented as Cloud Functions.']"
910,REQ-1-014,Functional,The system must integrate with two external Google APIs. It shall use the Google Maps API to display map visualizations of check-in and check-out locations within the application. It shall use the Google Sheets API to programmatically write attendance data to a user-specified spreadsheet.,Attendance_Management_System_Core,The system shall interface with the external Google Maps API for mapping functionality. The system shall interface with the external Google Sheets API for data export functionality.,['API keys for Google Cloud Platform services will be provisioned and securely managed.'],"[""The system is dependent on the availability, pricing, and terms of service of the Google Maps and Google Sheets APIs.""]","['REQ-1-004', 'REQ-1-008']",FALSE,high,"['Verify that when viewing an attendance record, a map is displayed showing the location of the check-in/out pin.', 'Verify that the automated export feature successfully makes API calls to the Google Sheets API to append rows.']"
911,REQ-1-015,Functional,"The system shall implement an 'Admin' role with comprehensive permissions within their own tenant. These permissions must include: 1) Creating, inviting, and deactivating any user account. 2) Performing all CRUD (Create, Read, Update, Delete) operations on teams. 3) Configuring tenant-wide settings and policies via the web dashboard. 4) Viewing and exporting all system-generated reports. 5) Managing the integration with Google Sheets, including authentication and configuration.",Attendance_Management_System_Core,"The system shall define an 'Admin' user role with full access to their tenant's data. The Admin role shall have permissions to create, invite, and deactivate all users within their tenant. The Admin role shall have permissions to create, update, and delete teams. The Admin role shall have permissions to define organizational policies and settings via the Admin dashboard. The Admin role shall have permissions to view all reports. The Admin role shall have permissions to manage Google Sheets integration.",[],"[""An Admin's permissions are strictly confined to their own tenant.""]",['REQ-1-003'],FALSE,high,"['Log in as an Admin and verify the ability to invite a new user.', 'Log in as an Admin and verify the ability to create a new team and assign members.', 'Log in as an Admin and verify access to the tenant configuration page.', 'Log in as an Admin and verify that all reports are visible and can be generated.', 'Log in as an Admin and verify the ability to initiate the Google Sheets OAuth flow.']"
912,REQ-1-016,Functional,"The 'Admin' role shall have the unique ability to perform direct edits on data records, such as attendance times, bypassing the standard correction approval workflow. Every direct edit action must be immutably recorded in the audit log and must require the Admin to enter a mandatory justification. Furthermore, the Admin role shall be the only role with the permission to initiate the tenant offboarding process, which requests the permanent deletion of all the organization's data.",Attendance_Management_System_Core,"The Admin role shall have permissions to perform direct data edits, which shall be audited. Direct edits bypass the standard correction workflow but require mandatory justification. The Admin role shall have permissions to initiate the tenant offboarding and data deletion process.",[],[],"['REQ-1-015', 'REQ-1-006']",FALSE,high,"[""Log in as an Admin and directly modify an attendance record's time. Verify the system requires a justification."", 'Check the audit log to confirm the direct edit, the old value, the new value, the acting Admin, and the justification were recorded.', 'Log in as an Admin and verify the presence of an interface to request tenant data deletion.', 'Verify that a Supervisor or Subordinate cannot perform direct edits or see the tenant deletion option.']"
913,REQ-1-017,Functional,The system shall implement a 'Supervisor' role with permissions focused on team management. These permissions must include: 1) Viewing and managing the profiles and attendance records of their direct subordinates only. 2) Creating events and assigning them to their team members. 3) Approving or rejecting attendance records and correction requests submitted by their subordinates. 4) Adding or removing members from the specific teams they are assigned to supervise.,Attendance_Management_System_Core,The system shall define a 'Supervisor' user role for managing a team of subordinates. The Supervisor role shall have permissions to view and manage the profiles and attendance records of their direct subordinates. The Supervisor role shall have permissions to create and assign events to their team members. The Supervisor role shall have permissions to approve or reject attendance and correction requests from their subordinates. The Supervisor role shall have permissions to manage the membership of teams they supervise.,[],"[""A Supervisor's access is limited to their direct subordinates and the teams they explicitly manage.""]",['REQ-1-003'],FALSE,high,"['Log in as a Supervisor and verify they can only see attendance records for users who report directly to them.', 'Verify a Supervisor can create an event and assign it to their team.', 'Verify a Supervisor has an interface to approve/reject pending attendance records.', 'Verify a Supervisor can add a new user to a team they manage.', 'Verify a Supervisor cannot view records for users outside their reporting line.']"
914,REQ-1-018,Functional,The system's data model and RBAC logic must support multi-level hierarchies. A single user account must be able to simultaneously hold the 'Supervisor' role for their own team while also being a 'Subordinate' to a higher-level manager.,Attendance_Management_System_Core,"A user with the Supervisor role may also be a Subordinate to another Supervisor, enabling multi-level hierarchies.",[],[],['REQ-1-017'],FALSE,medium,"['Create a three-level hierarchy: User A (Admin), User B (Supervisor reporting to A), and User C (Subordinate reporting to B).', ""Log in as User B and verify they can manage User C's attendance."", 'Log in as User B and verify they can perform Subordinate actions for themselves (e.g., check-in).', 'Log in as User A and verify they can manage User B as a subordinate (if A is also a supervisor).']"
915,REQ-1-019,Functional,"The system shall implement a 'Subordinate' role with the most restricted permissions, limited to self-service actions. These permissions must include: 1) Viewing their own user profile and historical attendance data. 2) Marking their own attendance via check-in and check-out. 3) Initiating a correction request for their own attendance records. 4) Viewing a calendar of events that have been assigned to them.",Attendance_Management_System_Core,The system shall define a 'Subordinate' user role as the primary end-user. The Subordinate role shall only have permissions to access their own profile and attendance data. The Subordinate role shall have permissions to mark their own attendance. The Subordinate role shall have permissions to request corrections to their own attendance records. The Subordinate role shall have permissions to view events assigned to them.,[],"[""A Subordinate must never be able to view or modify data belonging to another user.""]",['REQ-1-003'],FALSE,high,"['Log in as a Subordinate and verify they can view their own attendance history but not that of other users.', 'Verify a Subordinate can successfully check-in and check-out.', 'Verify a Subordinate can submit a correction request for one of their past records.', 'Verify a Subordinate can see events assigned to them on a calendar view.']"
916,REQ-1-020,Technical,The deployment infrastructure shall consist of at least three separate and isolated Google Firebase projects to support the development lifecycle: 1) A 'Development' project for local development and unit testing. 2) A 'Staging' project for User Acceptance Testing (UAT) and pre-production validation. 3) A 'Production' project for the live application used by end-users.,Attendance_Management_System_Core,The system shall utilize a dedicated Firebase project for development and testing. The system shall utilize a separate Firebase project for Staging/UAT. The system shall utilize a dedicated Firebase project for the live Production environment.,[],"[""Data shall not be shared or replicated between these environment projects.""]",['REQ-1-012'],FALSE,high,"['Confirm the existence of three distinct Firebase projects with appropriate naming conventions (e.g., myapp-dev, myapp-staging, myapp-prod).', 'Verify that CI/CD pipelines are configured to deploy to the correct environment based on the source branch.']"
917,REQ-1-021,Technical,The mobile application must be compatible with and fully functional on smartphones that have GPS capabilities. The minimum supported operating system versions are Android 6.0 (API level 23) and iOS 12.0.,Attendance_Management_System_Core,The mobile application shall run on Android or iOS smartphones with GPS capabilities. The mobile client shall support Android 6.0 (Marshmallow) or later. The mobile client shall support iOS 12.0 or later.,[],[],['REQ-1-001'],FALSE,medium,"[""Test the application's core features on an emulator or physical device running Android 6.0."", ""Test the application's core features on an emulator or physical device running iOS 12.0."", 'Verify the application fails gracefully or is blocked from installation on unsupported OS versions.']"
918,REQ-1-022,Technical,"The web-based administrative dashboard must be fully functional and render correctly on the latest stable release versions of the following web browsers: Google Chrome, Mozilla Firefox, Apple Safari, and Microsoft Edge.",Attendance_Management_System_Core,"The web dashboard shall be accessible on the latest stable versions of modern web browsers, including Chrome, Firefox, Safari, and Edge.",[],[],['REQ-1-010'],FALSE,medium,"['Execute a suite of UI tests for the admin dashboard on the latest version of Chrome.', 'Execute a suite of UI tests for the admin dashboard on the latest version of Firefox.', 'Execute a suite of UI tests for the admin dashboard on the latest version of Safari.', 'Execute a suite of UI tests for the admin dashboard on the latest version of Edge.']"
919,REQ-1-023,Security,"The system must provide users with a clear and accessible Privacy Policy and Terms of Service. These documents must explicitly detail the collection, storage, and use of personal data, particularly location data, in a manner compliant with GDPR. A new user must be required to affirmatively accept these policies before their account can be activated and used.",Attendance_Management_System_Core,"The application shall have a clear Privacy Policy and Terms of Service regarding the collection and use of location data, designed to comply with target data privacy regulations such as GDPR. User acceptance of these policies shall be a mandatory prerequisite for account activation.",[],[],[],FALSE,high,"['Verify that the registration flow presents the Privacy Policy and Terms of Service to the user.', 'Verify that there is a checkbox or button for the user to explicitly accept the terms.', 'Confirm that an account cannot be used for login until the terms have been accepted.', 'Legal review confirms the policy documents are GDPR compliant.']"
920,REQ-1-024,Technical,"The system must support data residency requirements by allowing an organization's data to be stored in a specific GCP region. The desired region shall be selected by the Admin during the tenant creation process from a list of supported regions. All of that tenant's data, primarily Firestore documents, must reside within the selected GCP region.",Attendance_Management_System_Core,"All tenant data shall be stored within a specified GCP region to comply with data residency requirements, configurable at the tenant's subscription level.",[],"[""This may require a multi-project architecture or careful use of Firestore's location settings.""]",['REQ-1-002'],FALSE,high,"['Verify the tenant registration form includes a selection for a GCP region.', ""Create a new tenant and select a specific region (e.g., 'europe-west1')."", 'Inspect the underlying Firebase/GCP project configuration to confirm the Firestore database for that tenant is located in the selected region.']"
921,REQ-1-025,Security,"The primary mechanism for enforcing multi-tenant data segregation shall be Firestore Security Rules. Upon authentication, each user's ID token must contain a `tenantId` custom claim. All database security rules must use this claim to ensure that read and write operations are restricted to documents associated with the user's own tenant.",Attendance_Management_System_Core,Data segregation between tenants shall be strictly enforced at the database level using Firestore Security Rules based on the user's `tenantId` custom claim.,[],[],['REQ-1-002'],FALSE,high,"[""Verify that the user authentication process correctly sets a `tenantId` custom claim on the user's token."", 'Write a Firestore security rule that allows access only if `request.auth.token.tenantId == resource.data.tenantId`.', 'Write a test case where a user from Tenant A attempts to read data from Tenant B and verify the operation is denied by security rules.']"
922,REQ-1-026,Functional,"The system must implement a business rule to prevent the creation of circular reporting hierarchies. When an Admin or Supervisor attempts to assign a supervisor to a user, the system must validate that this assignment does not result in a loop (e.g., A reports to B, and B reports to A). The operation must be blocked if a circular dependency is detected.",Attendance_Management_System_Core,"A user cannot be their own supervisor, directly or indirectly in a reporting chain. The system shall prevent the creation of such circular reporting structures.",[],"[""This validation may need to be performed in a Cloud Function to traverse the hierarchy.""]",['REQ-1-017'],FALSE,medium,"[""Attempt to set a user's supervisor to themselves and verify the system returns an error."", ""Create a scenario where User A reports to User B. Attempt to set User B's supervisor to User A and verify the system returns an error."", ""Create a longer chain (A->B->C) and attempt to set C's supervisor to A, verifying the system detects and blocks the loop.""]"
923,REQ-1-027,Functional,"The system shall enforce a business rule that a single attendance record, consisting of one check-in and one check-out, must occur within the same calendar day. The definition of a 'day' is determined by the timezone configured for the tenant. If a user is checked in past midnight in the tenant's timezone, they must perform a new check-in for the new day.",Attendance_Management_System_Core,"A check-in and its corresponding check-out must occur on the same calendar day, as defined by the tenant's configured timezone. A new day requires a new check-in.",[],[],"['REQ-1-004', 'REQ-1-061']",FALSE,medium,"[""Set a tenant's timezone to EST."", 'Perform a check-in at 11:55 PM EST.', 'Attempt to perform a check-out at 12:05 AM EST on the next day and verify the system handles this case correctly, likely by auto-checking out the previous day and requiring a new check-in.']"
924,REQ-1-028,Security,"The system shall maintain an `auditLog` collection in Firestore for recording critical actions. This collection must be configured to be immutable. Firestore Security Rules must be written to explicitly deny all update and delete operations on any document within the `/auditLog/` path, regardless of the user's role.",Attendance_Management_System_Core,"The `auditLog` collection shall be immutable. Records written to this collection cannot be updated or deleted by any user role, including Admin, via application logic or security rules.",[],[],['REQ-1-006'],FALSE,high,"['Write Firestore security rules that prevent `update` and `delete` on the `auditLog` collection.', 'Write a test case that attempts to modify an existing audit log entry as an Admin and verify the operation is denied.', 'Write a test case that attempts to delete an existing audit log entry as an Admin and verify the operation is denied.']"
925,REQ-1-029,Functional,"The system must enforce a business rule to prevent users from becoming orphaned in the hierarchy. When an Admin attempts to deactivate a user who is a Supervisor, the system must first check if they have any direct subordinates. If they do, the deactivation process must be blocked until the Admin reassigns each of those subordinates to a new, active Supervisor.",Attendance_Management_System_Core,"If a Supervisor is deactivated, the system shall require an Admin to reassign all of their direct subordinates to a new Supervisor before the deactivation can be finalized.",[],[],"['REQ-1-015', 'REQ-1-017']",FALSE,medium,"['Create a Supervisor with two subordinates.', 'Attempt to deactivate the Supervisor and verify the system presents an error message and a prompt to reassign the subordinates.', 'Reassign the subordinates to another Supervisor.', 'Attempt to deactivate the original Supervisor again and verify the action is now successful.']"
926,REQ-1-030,Functional,"When an Admin performs a direct data edit, the user interface must require them to enter a justification for the change. The system shall enforce a minimum length of 20 characters for this justification text. The provided justification must be stored as part of the corresponding entry in the immutable `auditLog` collection.",Attendance_Management_System_Core,"All direct data edits performed by an Admin must include a justification of at least 20 characters, which is stored in the audit log.",[],[],"['REQ-1-016', 'REQ-1-028']",FALSE,medium,"['As an Admin, attempt to save a direct edit with a justification of 10 characters and verify the UI shows a validation error.', 'Enter a justification of 25 characters and save the edit.', 'Inspect the created audit log entry and verify the full justification text is present.']"
927,REQ-1-031,Security,"The system shall enforce a mandatory password policy for all users. Passwords must meet the following criteria: a minimum length of 8 characters, at least one uppercase letter (A-Z), at least one lowercase letter (a-z), at least one number (0-9), and at least one special character (e.g., !@#$%). This policy must be validated by the system during the new user registration process and during any password reset flow.",Attendance_Management_System_Core,"The password policy for all users shall require a minimum of 8 characters, including at least one uppercase letter, one lowercase letter, one number, and one special character. This policy shall be enforced during registration and password reset.",[],[],[],FALSE,high,"[""During registration, attempt to set a password that does not meet one of the criteria (e.g., 'password123') and verify the system returns a specific error."", ""During registration, set a password that meets all criteria (e.g., 'Password!1') and verify it is accepted."", 'Initiate a password reset and verify the new password is validated against the same policy.']"
928,REQ-1-032,Functional,"The system shall provide a public-facing registration page for a new organization's first Admin user. This process must capture necessary information, including an organization name. Before creating the new tenant, the system must perform a global validation to ensure the chosen organization name is unique across all existing tenants. If the name is not unique, the registration must be blocked with an appropriate error message.",Attendance_Management_System_Core,"The system shall allow an initial Admin user to register their organization, which shall create a new, isolated tenant instance. The system shall validate that the chosen organization name is globally unique before creating the tenant.",[],[],['REQ-1-002'],FALSE,high,"[""Register a new organization with the name 'Test Corp'."", ""Attempt to register a second organization with the name 'Test Corp' and verify the system displays a 'name already taken' error."", 'Successfully register a new organization with a unique name.']"
929,REQ-1-033,Functional,"Upon successful registration of a new organization, the system must perform the following atomic operations: 1) Create a new document in the `/tenants` collection in Firestore, representing the new tenant. 2) Create a new user document in the `/users` collection for the registering Admin, assigning them the 'Admin' role and linking them to the new tenant. 3) Set two custom claims on the Admin's Firebase Authentication user object: `tenantId` (with the new tenant's ID) and `role` (with the value 'Admin').",Attendance_Management_System_Core,"Upon Admin registration with a unique organization name and credentials, the system shall create a new tenant document in Firestore under `/tenants/{tenantId}`. Upon Admin registration, the system shall create a new user document for the Admin with the 'Admin' role. Upon Admin registration, the system shall set custom claims (`tenantId`, `role: 'Admin'`) on the user's Firebase Auth token.",[],[],['REQ-1-032'],FALSE,high,"['After a successful registration, query the `/tenants` collection and verify a new document exists.', 'Query the `/users` collection and verify a new user document exists with the correct role and tenant ID.', 'Inspect the ID token of the newly logged-in Admin and verify the `tenantId` and `role` custom claims are present and correct.']"
930,REQ-1-034,Functional,"The Admin web dashboard must contain a feature for an Admin to initiate the permanent deletion of their entire tenant. To prevent accidental data loss, this action must be protected by a confirmation step that requires the Admin to re-enter their password to proceed. The UI must clearly warn the user that this action is irreversible.",Attendance_Management_System_Core,"The system shall provide a mechanism in the Admin dashboard for an Admin to request the permanent deletion of their organization's tenant and all associated data. This action shall require explicit confirmation, including re-authentication, to prevent accidental deletion.",[],[],['REQ-1-016'],FALSE,high,"['As an Admin, navigate to the tenant deletion section.', 'Click the delete button and verify a confirmation modal appears.', 'Verify the modal requires password re-authentication before the action can be confirmed.']"
931,REQ-1-035,Functional,"Upon confirmed request for deletion, the system shall mark the tenant with a 'pending_deletion' status and record the request timestamp. This initiates a 30-day grace period, during which the Admin can reverse the action. A daily scheduled Cloud Function must identify tenants whose grace period has expired. For each expired tenant, the function must systematically and irreversibly delete all associated data from all Firestore collections, including but not limited to users, teams, attendance, events, and audit logs.",Attendance_Management_System_Core,"Upon confirmation, the tenant shall be marked for deletion, entering a 30-day grace period during which the action can be reversed by the Admin. After the grace period, a scheduled Cloud Function shall be triggered to systematically and irreversibly delete all data associated with that `tenantId` from all collections, including users, teams, attendance, events, and audit logs.",[],"[""The deletion process must be robust and handle large amounts of data without timing out.""]",['REQ-1-034'],FALSE,high,"[""Initiate tenant deletion and verify the tenant's status is updated to 'pending_deletion'."", 'Verify the Admin has an option to cancel the deletion during the 30-day period.', 'Manually trigger the deletion function for a test tenant whose grace period has expired and verify that all its associated data across all collections is permanently removed.']"
932,REQ-1-036,Functional,"The Admin dashboard shall provide an interface for Admins to invite new users by providing their email address and assigning a role. Upon invitation, the system must: 1) Create a new user document in Firestore with a status of 'invited'. 2) Trigger the sending of an invitation email to the specified address using the SendGrid service. 3) The invitation email must contain a unique registration link that is valid for only 24 hours.",Attendance_Management_System_Core,"The system shall allow Admins to invite new users (Supervisors, Subordinates) via email. When an Admin invites a user, the system shall create a new user document with a status of `invited`. When an Admin invites a user, the system shall send an invitation email with a unique, 24-hour time-limited registration link to the employee, utilizing the SendGrid transactional email service integrated via a Firebase Extension.",[],"[""The system is dependent on the SendGrid API for email delivery.""]",['REQ-1-015'],FALSE,high,"[""As an Admin, invite a new user and verify a user document is created with 'invited' status."", 'Verify the invited user receives an email from the system.', 'Verify the link in the email is unique.', 'Attempt to use the link after 24 hours and verify it has expired and is no longer valid.']"
933,REQ-1-037,Functional,"When an invited user follows the registration link and successfully sets their password, the system must update their user document status from 'invited' to 'active'. Once active, the user shall be able to log in. Admins must have the ability to change a user's status to 'deactivated'. The system's authentication logic must prevent any user with a 'deactivated' status from successfully logging in.",Attendance_Management_System_Core,"When an invited user clicks the registration link and sets their password, their user status shall be updated to `active`. Upon activation, the system shall allow the new user to log in. The system shall allow an Admin to deactivate a user. When an Admin deactivates a user, the user's status shall be set to `deactivated`. A user with a `deactivated` status shall be prevented from logging in.",[],[],['REQ-1-036'],FALSE,high,"[""Complete the registration flow for an invited user and verify their status changes to 'active'."", 'Verify the newly active user can log in.', ""As an Admin, deactivate the user's account."", 'Attempt to log in with the deactivated account and verify that access is denied with an appropriate message.']"
934,REQ-1-038,Functional,"The Admin web dashboard must include a team management section that allows Admins to perform full CRUD (Create, Read, Update, Delete) operations on teams. When creating a team, an Admin must specify a team name and assign a Supervisor. Both Admins and the designated Supervisor of a team must have the ability to manage the team's membership by adding or removing Subordinates.",Attendance_Management_System_Core,"The system shall provide an interface in the Admin dashboard for Admins to create, view, update, and delete teams within their tenant. The team creation process shall allow an Admin to specify a team name and assign a Supervisor to the team. The interface shall allow Admins and the assigned Supervisor to add or remove Subordinates from a team's member list.",[],[],"['REQ-1-015', 'REQ-1-017']",FALSE,high,"['As an Admin, create a new team, name it, and assign a Supervisor.', 'As an Admin, add two members to the team.', 'Log in as the assigned Supervisor and verify the ability to remove one member and add a different one.', 'As an Admin, delete the team and verify it is removed from the system.']"
935,REQ-1-039,Security,"The system shall provide authentication for registered users via two methods: email and password, or a One-Time Password (OTP) sent to their registered phone number. To mitigate brute-force attacks, the system must use Firebase Authentication's built-in protection, which will automatically temporarily disable an account for a period of time (e.g., 15 minutes) after 5 consecutive failed login attempts.",Attendance_Management_System_Core,The system shall allow registered users to log in using their credentials (Email/Password or Phone OTP). The system shall implement brute-force protection by temporarily locking an account for 15 minutes after 5 failed login attempts.,[],[],[],FALSE,high,"['Verify a user can log in using their email and password.', 'Verify a user can log in by receiving and entering an OTP to their phone.', 'Attempt to log in with an incorrect password 5 times in a row for a single account.', 'On the 6th attempt, verify the system returns an error indicating the account is temporarily locked.']"
936,REQ-1-040,Functional,"The application's login screen must include a 'Forgot Password' link or button. When a user provides their email address through this flow, the system shall leverage the built-in password reset functionality of Firebase Authentication to send a secure, time-limited password reset link to that email address.",Attendance_Management_System_Core,"The login screen shall provide a 'Forgot Password' link. Upon a user's request, the system shall use Firebase Authentication's built-in functionality to send a password reset link to the user's registered email address.",[],[],[],FALSE,high,"[""Verify the 'Forgot Password' link is present on the login screen."", ""Enter a registered user's email and trigger the reset process."", 'Confirm that an email containing a password reset link is received.', 'Successfully reset the password using the link.']"
