"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TASK-011","[Frontend-Impl] Create 'Invite User' UI in Admin Dashboard","Develop a modal or form in the Flutter for Web Admin Dashboard. The UI will include fields for email address, a dropdown for role ('Supervisor', 'Subordinate'), and a 'Send Invitation' button. It will call the `inviteUser` function.","Task","Sprint Backlog","High","frontend.dev.1@company.com","product.owner@company.com","2024-11-12","8.33","3","frontend,flutter,web,admin,ui","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Platform Architecture & Tenant Management","EPIC-001","Attendance Tracking Mobile App","US-004","TASK-010","Flutter,Riverpod","Medium","Low","UI contains email input and role dropdown. Client-side validation is implemented. UI handles loading, error, and success states.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","Backend team for integration","","E2E testing of the invitation flow.","","Provides the interface for Admins to grow their organization within the app."
"TASK-017","[Backend-Impl] Implement `completeRegistration` Cloud Function","Create a secure, callable Cloud Function that accepts a registration token and a new password. It should validate the token's existence and expiry, create the user in Firebase Authentication with the new password, update their status in Firestore from 'invited' to 'active', and invalidate the token.","Task","Sprint Backlog","Critical","backend.dev.2@company.com","product.owner@company.com","2024-11-13","12","5","backend,cloud-function,security,registration","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Platform Architecture & Tenant Management","EPIC-001","Attendance Tracking Mobile App","US-006","TASK-010","TypeScript,Firebase Cloud Functions,Firebase Admin SDK","High","High","Validates token existence and expiry. Creates Auth user. Updates Firestore status to 'active'. Invalidates token after use.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","","","Integration tests covering valid, expired, and invalid token scenarios.","Security review of token handling is critical.","Enables the final step of user onboarding, converting an invited user into an active user."
"TASK-018","[Frontend-Impl] Develop Invited User Registration Page","Build the Flutter for Web page that an invited user lands on from their email link. This page should capture their new password, confirm password, and include acceptance of Terms of Service. It will call the `completeRegistration` function.","Task","Sprint Backlog","Critical","frontend.dev.2@company.com","product.owner@company.com","2024-11-15","10","3","frontend,flutter,web,registration,ui","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Platform Architecture & Tenant Management","EPIC-001","Attendance Tracking Mobile App","US-006","TASK-017","Flutter,Riverpod,Dart","Medium","Low","UI includes password, confirm password, and ToS checkbox. Real-time password policy validation is present. Calls `completeRegistration` function on submit.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","Backend team","","E2E test of the full registration flow.","","Provides the interface for new users to activate their accounts."
"TASK-022","[Mobile] Implement Main Attendance Screen UI","Develop the primary dashboard screen for the Subordinate user in the Flutter mobile app. This UI will contain the 'Check-In'/'Check-Out' buttons, display the user's current status, and show their attendance for the day.","Task","Sprint Backlog","Critical","frontend.dev.1@company.com","product.owner@company.com","2024-11-11","8","3","frontend,mobile,flutter,ui,dashboard","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-028","","Flutter,Dart","Medium","Low","UI contains prominent Check-In/Check-Out buttons. Displays user's name and current attendance status. Adheres to UX designs.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","UX Designer","","Widget tests for the dashboard UI.","","Provides the primary interface for the application's core function."
"TASK-023","[Mobile] Implement Check-In Logic","Implement the client-side logic for the check-in action. This includes requesting and handling location permissions, capturing GPS coordinates and the client timestamp, and creating a new attendance document in Firestore with 'pending' status.","Task","Sprint Backlog","Critical","frontend.dev.2@company.com","product.owner@company.com","2024-11-15","12","5","frontend,mobile,flutter,gps,firestore","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-028","TASK-022","Flutter,Dart,geolocator,Firebase SDK","High","Medium","Tapping 'Check-In' prompts for location permission. Captures GPS and timestamp. Creates a new Firestore document with status 'pending'. UI updates to 'Checked In'.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","","Device GPS hardware","E2E test for the check-in flow, including permission handling.","","Implements the foundational data capture action for the entire system."
"TASK-024","[Backend-Impl] Implement Clock Discrepancy Check Cloud Function","Create a Firestore `onWrite` trigger for the attendance collection. This Cloud Function will compare the `clientTimestamp` with the `serverTimestamp` and add a 'clock_discrepancy' flag to the record if the difference is greater than 5 minutes.","Task","Sprint Backlog","Medium","backend.dev.1@company.com","product.owner@company.com","2024-11-15","6","2","backend,cloud-function,firestore,trigger","Sprint 2","Enable core user onboarding and the primary Subordinate workflow: Admins can invite users, who can then register and check-in.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-028","TASK-023","TypeScript,Firebase Cloud Functions","Medium","Low","Function triggers on new attendance record writes. Correctly adds 'clock_discrepancy' flag when time difference exceeds 5 minutes.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-04","2024-11-15","100%","","","Integration test using the Firebase Emulator to verify the flag is added.","","Enhances data integrity by automatically flagging potential time manipulation."
"TASK-025","[Mobile] Implement Check-Out Logic","Implement the client-side logic for the check-out action. This includes capturing GPS and timestamp, and updating the existing attendance record for the day with the check-out information. The 'Check-Out' button state should be managed based on the user's check-in status.","Task","Sprint Backlog","Critical","frontend.dev.1@company.com","product.owner@company.com","2024-11-22","10","5","frontend,mobile,flutter,gps,firestore","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-029","TASK-023","Flutter,Dart,geolocator,Firebase SDK","Medium","Medium","Tapping 'Check-Out' updates the existing daily record with `checkOutTime` and `checkOutGps`. UI updates to 'Checked Out'. Button state is managed correctly.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","","","E2E test for the check-out flow.","","Completes the daily attendance data loop, enabling accurate calculation of work duration."
"TASK-026","[Mobile] Implement Offline Attendance Capability","Configure Firestore offline persistence. Refactor check-in/out logic to work seamlessly offline, creating/updating records in the local cache. Ensure records created offline are flagged with 'isOfflineEntry: true' and sync automatically upon reconnection.","Task","Sprint Backlog","Critical","frontend.dev.2@company.com","product.owner@company.com","2024-11-27","12","5","frontend,mobile,flutter,offline,firestore","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-033","TASK-025","Flutter,Firebase SDK","High","High","Check-in/out works in airplane mode. Records are saved locally with 'isOfflineEntry' flag. Data syncs automatically when network is restored.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","","","E2E tests for the full offline-to-online workflow.","RISK-004: Silent loss of user data from offline sync failures is a critical risk.","Ensures data integrity and accuracy by capturing all attendance records regardless of network status."
"TASK-027","[Mobile] Implement Supervisor's Pending Approval Dashboard","Develop the main dashboard screen for the Supervisor role. This will display a real-time list of 'pending' attendance records from their direct subordinates. The query must be secure and efficient.","Task","Sprint Backlog","Critical","frontend.dev.1@company.com","product.owner@company.com","2024-11-29","14","5","frontend,mobile,flutter,dashboard,supervisor","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-037","TASK-023","Flutter,Riverpod,Firebase SDK","Medium","Medium","Dashboard displays a real-time list of 'pending' records. Only records from direct subordinates are shown. A 'No pending records' message is shown when the list is empty.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","Backend team for security rules","","Integration tests to verify data scoping. Security rule tests.","RISK-003: Inefficient Firestore queries can cause performance and cost issues.","Enables the core attendance approval workflow."
"TASK-028","[Mobile] Implement Supervisor Approve/Reject Actions","Add 'Approve' and 'Reject' buttons to the Supervisor's pending approval list items. Implement the logic to update the record's status in Firestore to 'approved' or 'rejected'. The rejection action must require a reason.","Task","Sprint Backlog","Critical","frontend.dev.2@company.com","product.owner@company.com","2024-11-29","8","3","frontend,mobile,flutter,workflow","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Core Attendance Workflow","EPIC-002","Attendance Tracking Mobile App","US-039","TASK-027","Flutter,Firebase SDK","Medium","Low","Tapping 'Approve' sets status to 'approved'. Tapping 'Reject' opens a modal for a reason, then sets status to 'rejected'. Approved/rejected items are removed from the list.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","Backend team for security rules","","Integration tests for the state change. Security rule tests.","","Allows Supervisors to action pending records, completing the approval workflow."
"TASK-029","[Backend-Design] Define Comprehensive Firestore Security Rules Strategy","Design the complete `firestore.rules` file to enforce multi-tenancy and RBAC. This includes rules for tenant isolation, role-based access (Admin, Supervisor, Subordinate), and specific constraints like a user only editing their own data, and supervisors only accessing their subordinates' data. This is a foundational security task.","Task","Sprint Backlog","Critical","backend.dev.1@company.com","product.owner@company.com","2024-11-15","16","8","backend,security,firestore,rbac","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Platform Architecture & Tenant Management","EPIC-001","Attendance Tracking Mobile App","N/A","","Firestore Security Rules","High","Critical","Rules enforce strict tenant isolation based on `tenantId` custom claim. Rules enforce role-based permissions for all collections. Rules are documented with inline comments.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","Entire team for rule validation","","Comprehensive automated test suite for security rules using the Firebase Emulator.","RISK-001: A flaw in these rules could lead to a catastrophic data leak.","Provides the core security and data isolation for the entire platform."
"TASK-030","[QA] Write Automated Test Suite for Firestore Security Rules","Using the Firebase Emulator Suite and a testing framework like Jest, create a comprehensive suite of automated tests to validate the Firestore Security Rules. Cover all critical access scenarios: cross-tenant access, role permissions (Admin vs Supervisor vs Subordinate), and data ownership.","Task","Sprint Backlog","Critical","qa.engineer.1@company.com","product.owner@company.com","2024-11-29","16","5","qa,security,testing,firestore,jest","Sprint 3","Complete the core attendance loop: check-out, offline support, and Supervisor approval dashboard.","Platform Architecture & Tenant Management","EPIC-001","Attendance Tracking Mobile App","N/A","TASK-029","Jest,Firebase Emulator Suite,TypeScript","High","Medium","Test coverage for security rules is at least 90%. Tests for cross-tenant data access (should fail). Tests for correct role permissions on all major collections. Tests are integrated into the CI/CD pipeline.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-11-18","2024-11-29","100%","Backend team","","CI pipeline must run and pass all security tests before allowing a merge.","","Validates that the core security model of the application is functioning as designed."
"TASK-042","[Frontend-Impl] Develop Admin Reporting Dashboard UI","Build the main reporting dashboard page in the Flutter for Web application. This includes UI components for switching between daily, weekly, and monthly views, a date picker, and data cards for summary metrics.","Task","Sprint Backlog","High","frontend.dev.1@company.com","product.owner@company.com","2024-12-09","12","5","frontend,web,flutter,dashboard,reporting","Sprint 4","Deliver initial reporting value for Admins and secure the user offboarding workflow.","Admin Reporting & Dashboards","EPIC-004","Attendance Tracking Mobile App","US-059","","Flutter,Dart,UI/UX","Medium","Low","UI contains tabs for Daily/Weekly/Monthly views. Date picker is functional. Data cards are present for key metrics.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-12-02","2024-12-13","100%","UX Designer","","Widget tests for the dashboard components.","","Provides the interface for Admins to gain insights into workforce attendance."
"TASK-043","[Backend-Impl] Implement Daily Summary Aggregation Cloud Function","Create a scheduled Cloud Function that runs daily to pre-aggregate attendance data into a `dailySummaries` collection. This is a performance optimization to prevent slow, costly queries on the main attendance collection for the dashboard.","Task","Sprint Backlog","High","backend.dev.1@company.com","product.owner@company.com","2024-12-13","16","8","backend,cloud-function,firestore,performance,aggregation","Sprint 4","Deliver initial reporting value for Admins and secure the user offboarding workflow.","Admin Reporting & Dashboards","EPIC-004","Attendance Tracking Mobile App","US-059","","TypeScript,Firebase Cloud Functions,Firestore","High","High","Scheduled function runs daily. Correctly calculates and writes total present, absent, and percentage for each tenant. Handles timezones correctly.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-12-02","2024-12-13","100%","","","Integration tests to verify the accuracy of the aggregated data.","RISK-003: Inefficient queries can cause performance and cost issues.","Ensures the reporting dashboard is fast and scalable for large organizations."
"TASK-044","[Frontend-Impl] Integrate Charting Library and Data Visualization","Integrate a charting library (e.g., fl_chart) into the Admin Web Dashboard to visualize weekly and monthly attendance trends. The charts will be populated with data from the aggregated summary collections.","Task","Sprint Backlog","Medium","frontend.dev.2@company.com","product.owner@company.com","2024-12-13","10","3","frontend,flutter,web,charts,visualization","Sprint 4","Deliver initial reporting value for Admins and secure the user offboarding workflow.","Admin Reporting & Dashboards","EPIC-004","Attendance Tracking Mobile App","US-059","TASK-042,TASK-043","Flutter,Dart,Data Visualization","Medium","Low","Weekly and Monthly report views display a line or bar chart. Chart visualizes daily attendance percentage for the selected period. Tooltips show data on hover.","Code reviewed; Unit tests passing; Integration tests passing; Documentation updated","2024-10-15T09:00:00Z","2024-10-15T09:00:00Z","2024-12-02","2024-12-13","100%","","","Widget tests for the chart components.","","Provides quick, visual insights into attendance trends over time."
